Ticker,Date/Time,Close,SL,Mega Buy by Larger Wave ,Mega Sellby Larger Wave,Short_SL,Call,Status
1STCUS.BO,2024-11-11,121,89.35,,128.93,132.0,Short,Close
20MICRONS.NS,2024-10-21,224,151.85,,314.0,321.0,Short,Close
21STCENMGM.NS,2024-11-07,99,42.7,,121.33,121.44,Short,Close
360ONE.NS,2024-11-18,1091,940.0,1038.63,,1099.8,Long,Open
3IINFOLTD.NS,2024-08-28,27,31.5,,37.42,38.17,Short,Close
3MINDIA.NS,2024-11-01,31034,34808.0,,36257.04,36317.6,Short,Close
3PLAND.NS,2024-10-29,48,27.8,36.53,,38.45,Long,Open
4THGEN.BO,2024-09-16,7,4.53,5.67,,5.67,Long,Open
5PAISA.NS,2024-11-01,481,458.0,,522.09,525.0,Short,Close
63MOONS.NS,2024-11-12,587,351.0,,608.52,617.6,Short,Close
7NR.BO,2024-11-19,5,,5.15,,5.85,Long,Open
7TEC.BO,2024-11-19,58,50.26,54.99,,61.85,Long,Open
A2ZINFRA.NS,2024-11-19,17,15.75,,18.19,20.5,Short,Close
AAATECH.NS,2024-11-19,112,110.0,107.83,,129.4,Long,Open
AAIL.BO,2024-11-12,106,104.8,,113.79,117.0,Short,Close
AAKASH.NS,2024-11-22,11,10.24,10.45,,11.0,Long,Open
AANCHALISP.BO,2024-11-14,6,5.16,5.39,,6.05,Long,Open
AARON.NS,2024-11-19,335,251.05,293.08,,335.0,Long,Open
AARTECH.BO,2024-11-18,79,59.64,62.01,,64.94,Long,Open
AARTIDRUGS.NS,2024-08-26,457,530.0,,613.4,632.5,Short,Close
AARTIIND.NS,2024-11-01,438,593.05,,524.26,528.35,Short,Close
AARTISURF.NS,2024-11-07,660,605.0,,742.5,768.8,Short,Close
AARVEEDEN.NS,2024-10-29,70,21.65,43.03,,50.0,Long,Open
AARVI.NS,2024-11-06,135,127.72,,152.57,154.5,Short,Close
AAVAS.NS,2024-09-23,1658,1404.1,,1907.79,1919.95,Short,Close
AAYUSH.BO,2024-10-04,137,29.8,73.11,,73.12,Long,Open
ABAN.NS,2024-11-14,63,62.82,61.01,,68.8,Long,Open
ABANSENT.BO,2024-11-19,37,25.1,33.39,,40.5,Long,Open
ABB.NS,2024-11-22,7146,6605.0,6805.58,,6939.0,Long,Open
ABBOTINDIA.BO,2024-11-04,27768,26500.05,,29497.5,29615.0,Short,Close
ABCAPITAL.NS,2024-11-25,192,179.18,190.28,,192.33,Long,Open
ABCINDQ.BO,2024-11-19,120,111.6,116.4,,138.7,Long,Open
ABFRL.NS,2024-11-25,299,283.75,295.24,,301.5,Long,Open
ABHICAP.BO,2024-11-19,158,140.2,145.93,,162.0,Long,Open
ABHIINFRA.BO,2024-09-16,6,4.2,,10.82,10.82,Short,Close
ABIRAFN.BO,2024-11-22,55,45.4,52.84,,64.8,Long,Open
ABMKNO.BO,2024-11-08,131,132.8,,142.36,143.8,Short,Close
ACC.NS,2024-11-06,2116,2267.7,,2354.94,2367.0,Short,Close
ACCEL.BO,2024-11-07,23,21.5,,24.69,24.89,Short,Close
ACCELYA.NS,2024-11-01,1478,1652.4,,1627.31,1634.75,Short,Close
ACCURACY.NS,2024-11-22,9,8.54,9.39,,10.64,Long,Open
ACE.NS,2024-11-08,1251,1225.05,,1377.03,1406.0,Short,Close
ACEINTEG.NS,2024-11-25,31,28.01,30.48,,33.2,Long,Open
ACEMEN.BO,2024-11-08,75,60.18,,83.2,84.0,Short,Close
ACESOFT.BO,2024-11-05,466,303.7,,508.25,509.0,Short,Close
ACGL.BO,2024-11-18,2207,2217.35,2194.7,,2417.95,Long,Open
ACIIN.BO,2024-11-21,3,1.88,2.53,,3.67,Long,Open
ACKNIT.BO,2024-11-25,297,275.0,297.45,,320.0,Long,Open
