Ticker,Date/Time,Close,UpBars,DnBars,Downtrend Length,Uptrend Length,LR_UC,LR_MC,LR_LC,Buy
360ONE.NS,11/26/2024,1092.15,7.00,0.00,15.00,7.00,1126.49,1111.81,1097.14,1
20MICRONS.NS,11/26/2024,229.80,3.00,0.00,24.00,3.00,231.69,230.52,229.35,1
3RDROCK.NS,11/25/2024,64.60,315.00,0.00,,315.00,,,,1
3PLAND.NS,11/26/2024,66.70,20.00,0.00,63.00,20.00,59.57,53.18,46.79,1
4THGEN.BO,11/25/2024,6.55,76.00,0.00,87.00,76.00,6.90,6.61,6.32,1
7NR.BO,11/26/2024,5.67,5.00,0.00,,5.00,,,,1
^CNXIT,11/26/2024,44085.95,14.00,0.00,48.00,14.00,44617.51,43400.75,42184.00,1
^CNXPSUBANK,11/26/2024,6789.95,3.00,0.00,11.00,3.00,6993.90,6851.64,6709.38,1
^CNXREALTY,11/26/2024,1029.15,7.00,0.00,27.00,7.00,1055.69,1031.16,1006.63,1
AAATECH.NS,11/26/2024,112.94,7.00,0.00,11.00,7.00,115.72,112.17,108.63,1
AARON.NS,11/26/2024,331.35,5.00,0.00,8.00,5.00,367.99,354.46,340.92,1
AARTECH.BO,11/26/2024,72.54,6.00,0.00,45.00,6.00,81.24,79.74,78.23,1
AARVEEDEN.NS,11/26/2024,72.54,19.00,0.00,31.00,19.00,75.56,73.12,70.68,1
ABANSENT.BO,11/26/2024,38.30,5.00,0.00,8.00,5.00,39.88,38.45,37.01,1
AAYUSH.BO,11/26/2024,142.60,84.00,0.00,104.00,84.00,139.19,126.37,113.55,1
ABAN.NS,11/26/2024,62.47,7.00,0.00,42.00,7.00,0.00,0.00,0.00,1
ABB.NS,11/26/2024,7329.70,5.00,0.00,27.00,5.00,7521.38,7311.67,7101.97,1
ABBOTINDIA.NS,9/13/2024,29559.00,23.00,0.00,40.00,23.00,33379.60,32942.86,32506.12,1
ABCINDQ.BO,11/26/2024,117.30,5.00,0.00,11.00,5.00,133.38,127.54,121.71,1
ABHICAP.BO,11/25/2024,157.05,6.00,0.00,7.00,6.00,162.04,158.92,155.81,1
ACC.NS,11/26/2024,2116.20,3.00,0.00,12.00,3.00,0.00,0.00,0.00,1
ABFRL.NS,11/26/2024,307.45,3.00,0.00,28.00,3.00,311.65,306.65,301.65,1
ACCURACY.NS,11/26/2024,9.20,4.00,0.00,12.00,4.00,9.79,9.78,9.78,1
ACEINTEG.NS,11/26/2024,32.76,3.00,0.00,10.00,3.00,33.96,33.54,33.11,1
ACIIN.BO,11/26/2024,2.83,4.00,0.00,10.00,4.00,3.14,3.04,2.94,1
ACML.BO,11/25/2024,67.40,4.00,0.00,14.00,4.00,70.60,69.53,68.46,1
ACME.BO,11/26/2024,72.60,19.00,0.00,30.00,19.00,73.48,68.58,63.68,1
ACROW.BO,11/26/2024,801.15,19.00,0.00,24.00,19.00,799.89,762.18,724.47,1
ADANIPORTS.NS,11/26/2024,1128.85,3.00,0.00,79.00,3.00,0.00,0.00,0.00,1
ADCINDIA.BO,11/26/2024,1789.00,9.00,0.00,14.00,9.00,1845.28,1812.09,1778.91,1
ADCON.BO,11/26/2024,1.08,7.00,0.00,8.00,7.00,0.00,0.00,0.00,1
ADFFOODS.NS,11/26/2024,323.95,7.00,0.00,11.00,7.00,322.57,317.40,312.22,1
ADINATH.BO,11/26/2024,27.66,6.00,0.00,12.00,6.00,0.00,0.00,0.00,1
ADL.NS,11/26/2024,95.25,19.00,0.00,50.00,19.00,0.00,0.00,0.00,1
ADARSHPL.BO,11/26/2024,31.86,19.00,0.00,28.00,19.00,31.00,29.78,28.56,1
ADORFO.BO,9/24/2024,142.50,11.00,0.00,50.00,11.00,146.62,142.25,137.89,1
ADVANIHOTR.NS,11/26/2024,70.35,3.00,0.00,9.00,3.00,71.47,69.49,67.51,1
AEGISLOG.BO,11/26/2024,822.55,9.00,0.00,13.00,9.00,940.32,913.17,886.03,1
AGARIND.NS,11/26/2024,1047.10,5.00,0.00,11.00,5.00,1050.83,1039.12,1027.40,1
AGIIL.BO,11/26/2024,1606.90,20.00,0.00,43.00,20.00,1901.27,1769.91,1638.54,1
AHLEAST.NS,11/26/2024,157.34,6.00,0.00,15.00,6.00,162.03,159.00,155.97,1
AICHAMP.BO,11/26/2024,53.68,3.00,0.00,11.00,3.00,61.26,58.94,56.62,1
AIROLAM.NS,11/26/2024,121.30,7.00,0.00,33.00,7.00,122.23,119.24,116.25,1
AJANTSOY.BO,11/26/2024,46.42,6.00,0.00,16.00,6.00,51.95,50.58,49.21,1
AJANTPHARM.NS,11/26/2024,2996.75,7.00,0.00,12.00,7.00,3048.47,3026.04,3003.60,1
AJCON.BO,11/26/2024,49.50,5.00,0.00,6.00,5.00,52.89,50.31,47.73,1
AJOONI.NS,11/26/2024,7.72,5.00,0.00,11.00,5.00,8.14,8.01,7.88,1
AJMERA.NS,11/26/2024,1006.10,3.00,0.00,12.00,3.00,1009.60,1002.88,996.16,1
AKCAPIT.BO,11/26/2024,1142.15,20.00,0.00,27.00,20.00,1514.70,1480.17,1445.63,1
AKSPINTEX.BO,11/26/2024,478.95,40.00,0.00,57.00,40.00,482.09,466.48,450.86,1
ALFAICA.BO,11/26/2024,89.75,7.00,0.00,10.00,7.00,0.00,0.00,0.00,1
ALFAVIO.BO,11/26/2024,14.64,7.00,0.00,17.00,7.00,17.87,17.18,16.49,1
ALLSEC.NS,11/25/2024,948.35,6.00,0.00,12.00,6.00,984.18,959.77,935.36,1
