Ticker,Date/Time,Close,UpBars,DnBars,Downtrend Length,Uptrend Length,LR_UC,LR_MC,LR_LC,Buy
3RDROCK.NS,10/8/2024,64.60,283.00,0.00,,283.00,,,,1
4THGEN.BO,10/8/2024,6.24,44.00,0.00,55.00,44.00,6.37,6.03,5.70,1
^CNXMETAL,10/9/2024,9800.75,38.00,0.00,47.00,38.00,10402.04,9934.69,9467.33,1
^CNXIT,10/9/2024,42622.75,45.00,0.00,50.00,45.00,47706.70,46497.84,45288.98,1
AARVEEDEN.NS,10/9/2024,49.56,7.00,0.00,16.00,7.00,50.80,49.58,48.36,1
AAYUSH.BO,10/9/2024,77.57,52.00,0.00,72.00,52.00,76.90,73.28,69.67,1
ABANSENT.BO,10/9/2024,193.10,25.00,0.00,35.00,25.00,193.42,179.78,166.14,1
ABB.NS,10/9/2024,8458.05,21.00,0.00,41.00,21.00,8515.67,8233.28,7950.88,1
ABBOTINDIA.NS,9/13/2024,29559.00,23.00,0.00,40.00,23.00,33379.60,32942.86,32506.12,1
ACEMEN.BO,10/9/2024,72.85,8.00,0.00,31.00,8.00,88.74,86.15,83.56,1
ACESOFT.BO,10/9/2024,379.00,11.00,0.00,16.00,11.00,0.00,0.00,0.00,1
ADANIENT.NS,10/9/2024,3153.75,13.00,0.00,47.00,13.00,3364.78,3318.80,3272.81,1
ADFFOODS.NS,10/9/2024,318.25,6.00,0.00,14.00,6.00,319.15,298.26,277.36,1
ADINATH.BO,10/9/2024,29.47,12.00,0.00,31.00,12.00,31.65,30.98,30.30,1
ADORFO.BO,9/24/2024,142.50,11.00,0.00,50.00,11.00,146.62,142.25,137.89,1
ADVIKCA.BO,10/9/2024,3.23,5.00,0.00,10.00,5.00,3.42,3.24,3.06,1
AGIOPAPER.BO,10/8/2024,8.18,22.00,0.00,28.00,22.00,10.41,10.07,9.73,1
AGROPHOS.NS,10/9/2024,46.69,12.00,0.00,32.00,12.00,48.29,46.61,44.94,1
AFEL.BO,10/9/2024,18.68,20.00,0.00,30.00,20.00,21.17,19.76,18.36,1
AHMDSTE.BO,10/9/2024,321.00,23.00,0.00,30.00,23.00,321.22,316.60,311.97,1
AIROLAM.NS,10/9/2024,141.60,5.00,0.00,33.00,5.00,152.04,145.84,139.65,1
AJANTPHARM.NS,10/9/2024,3374.75,11.00,0.00,18.00,11.00,3444.35,3386.38,3328.42,1
AKSPINTEX.BO,10/9/2024,272.70,8.00,0.00,25.00,8.00,288.35,278.49,268.63,1
AKZOINDIA.NS,10/9/2024,4338.85,8.00,0.00,20.00,8.00,4322.97,4079.49,3836.00,1
ALFAICA.BO,10/9/2024,87.56,11.00,0.00,26.00,11.00,94.63,91.03,87.43,1
ALFREDHE.BO,10/9/2024,1745.00,10.00,0.00,19.00,10.00,1744.56,1647.92,1551.27,1
AMAL.BO,10/9/2024,330.00,6.00,0.00,66.00,6.00,337.27,322.60,307.93,1
AMARAJABAT.NS,12/28/2023,820.45,39.00,0.00,73.00,39.00,854.31,810.48,766.64,1
AMBER.NS,10/9/2024,5154.05,7.00,0.00,10.00,7.00,5293.18,5141.53,4989.89,1
AMBITION.BO,10/8/2024,2.96,36.00,0.00,68.00,36.00,3.18,3.04,2.90,1
ANGELONE.NS,10/9/2024,2594.05,19.00,0.00,34.00,19.00,2803.36,2684.28,2565.21,1
ANJANI.BO,10/9/2024,49.28,13.00,0.00,25.00,13.00,48.44,45.94,43.43,1
ANMOL.BO,10/9/2024,30.99,18.00,0.00,31.00,18.00,0.00,0.00,0.00,1
ANUP.NS,10/9/2024,2752.20,13.00,0.00,22.00,13.00,2958.75,2753.42,2548.09,1
APCL.NS,10/9/2024,181.12,9.00,0.00,48.00,9.00,194.51,192.10,189.68,1
APLAPOLLO.NS,10/9/2024,1536.00,21.00,0.00,28.00,21.00,1685.19,1619.04,1552.90,1
APLLTD.NS,10/9/2024,1230.90,12.00,0.00,19.00,12.00,1278.00,1252.00,1226.00,1
APOLLOFI.BO,10/9/2024,865.00,5.00,0.00,18.00,5.00,900.29,894.67,889.05,1
ARAVALIS.BO,10/9/2024,5.15,9.00,0.00,44.00,9.00,5.50,5.39,5.27,1
ARCHIDPLY.NS,10/9/2024,128.55,8.00,0.00,13.00,8.00,130.52,127.36,124.19,1
ARIHANT.BO,10/9/2024,507.15,4.00,0.00,7.00,4.00,513.17,506.97,500.77,1
ARISE.BO,10/9/2024,32.96,8.00,0.00,11.00,8.00,34.64,32.76,30.87,1
ARVSMART.NS,10/9/2024,842.25,3.00,0.00,9.00,3.00,866.89,827.23,787.57,1
ARYAMAN.BO,10/9/2024,401.00,34.00,0.00,35.00,34.00,1022.21,996.61,971.01,1
ASHAI.BO,10/9/2024,14.13,6.00,0.00,29.00,6.00,14.28,13.85,13.41,1
ASHISHPO.BO,10/9/2024,64.01,6.00,0.00,30.00,6.00,65.09,62.74,60.39,1
ASHOKA.NS,10/9/2024,239.72,6.00,0.00,22.00,6.00,264.76,260.88,256.99,1
ASIANENE.BO,10/9/2024,385.40,10.00,0.00,25.00,10.00,384.52,372.41,360.30,1
ASIANTNE.BO,10/9/2024,15.28,7.00,0.00,16.00,7.00,18.22,17.49,16.75,1
ASIIL.BO,10/9/2024,53.21,12.00,0.00,14.00,12.00,65.08,61.54,58.01,1
ASIAPAK.BO,10/9/2024,62.84,7.00,0.00,23.00,7.00,65.19,63.53,61.87,1
ASPIRA.BO,10/9/2024,42.58,4.00,0.00,6.00,4.00,0.00,0.00,0.00,1
ASTERDM.NS,10/9/2024,420.80,53.00,0.00,74.00,53.00,477.91,452.19,426.47,1
ASTRON.NS,10/9/2024,22.16,6.00,0.00,27.00,6.00,0.00,0.00,0.00,1
ASTRAZEN.NS,10/9/2024,7880.65,38.00,0.00,51.00,38.00,8092.91,7593.77,7094.63,1
ATFL.NS,10/9/2024,865.90,15.00,0.00,50.00,15.00,892.49,872.44,852.38,1
ATUL.NS,10/9/2024,7908.95,9.00,0.00,42.00,9.00,8103.31,7840.17,7577.03,1
AUBANK.NS,10/9/2024,705.30,38.00,0.00,72.00,38.00,844.71,822.39,800.07,1
AUSOMENT.NS,10/9/2024,133.98,18.00,0.00,36.00,18.00,137.05,126.77,116.50,1
AVG.NS,10/9/2024,487.50,9.00,0.00,17.00,9.00,490.77,468.74,446.72,1
AVI.BO,9/13/2024,11.99,165.00,0.00,391.00,165.00,9.93,7.53,5.12,1
AVIVA.BO,10/8/2024,24.70,31.00,0.00,347.00,31.00,25.15,24.72,24.28,1
AWHCL.NS,10/9/2024,780.55,13.00,0.00,15.00,13.00,776.47,744.53,712.59,1
B2BSOFT.BO,10/9/2024,40.12,6.00,0.00,17.00,6.00,40.91,39.82,38.73,1
BALLARPUR.BO,10/8/2024,269.70,321.00,0.00,329.00,321.00,277.19,270.36,263.54,1
BALTE.BO,10/9/2024,31.43,12.00,0.00,32.00,12.00,33.55,32.32,31.10,1
BANARISUG.NS,10/9/2024,3706.25,13.00,0.00,21.00,13.00,4032.59,3935.91,3839.23,1
BANCOINDIA.NS,10/9/2024,723.00,38.00,0.00,50.00,38.00,731.52,702.55,673.58,1
BANKBARODA.NS,10/9/2024,246.32,19.00,0.00,33.00,19.00,256.83,252.42,248.02,1
BARBEQUE.BO,10/9/2024,657.80,16.00,0.00,30.00,16.00,670.93,657.29,643.64,1
BASF.NS,10/9/2024,8347.60,10.00,0.00,15.00,10.00,8986.93,8664.05,8341.17,1
BATLIBOI.BO,10/9/2024,182.60,10.00,0.00,17.00,10.00,198.49,188.79,179.08,1
BAYERCROP.BO,10/9/2024,6731.05,36.00,0.00,41.00,36.00,6773.38,6536.80,6300.21,1
BAYERCROP.NS,9/13/2024,6495.90,20.00,0.00,25.00,20.00,6605.93,6488.55,6371.17,1
BCCFUBA.BO,10/9/2024,97.96,13.00,0.00,21.00,13.00,103.16,99.28,95.41,1
BEDMUTHA.NS,10/9/2024,212.72,18.00,0.00,31.00,18.00,0.00,0.00,0.00,1
BENARAS.BO,10/9/2024,8318.55,40.00,0.00,79.00,40.00,8412.96,8194.81,7976.67,1
BERYLSE.BO,10/9/2024,33.73,8.00,0.00,10.00,8.00,38.03,37.42,36.82,1
BITL.BO,10/8/2024,1.72,40.00,0.00,50.00,40.00,1.84,1.77,1.70,1
BLOOM.BO,10/8/2024,15.98,13.00,0.00,17.00,13.00,17.06,16.30,15.54,1
BLUECOAST.BO,9/23/2024,11.86,31.00,0.00,37.00,31.00,12.20,11.08,9.96,1
BLUECHIP.NS,10/9/2024,6.19,7.00,0.00,10.00,7.00,6.75,6.67,6.59,1
BNALTD.BO,10/9/2024,599.15,7.00,0.00,19.00,7.00,664.85,650.49,636.14,1
BLUEDART.NS,10/9/2024,8645.00,9.00,0.00,15.00,9.00,8899.88,8690.05,8480.21,1
BNL.BO,10/9/2024,90.63,20.00,0.00,23.00,20.00,90.26,87.58,84.90,1
BOSCHLTD.NS,10/9/2024,38606.15,38.00,0.00,61.00,38.00,39327.25,37883.59,36439.94,1
BRAWN.BO,10/9/2024,20.50,8.00,0.00,14.00,8.00,0.00,0.00,0.00,1
BRIDGESE.BO,10/9/2024,4.97,28.00,0.00,57.00,28.00,5.32,4.97,4.62,1
BRIGADE.NS,10/9/2024,1346.10,39.00,0.00,49.00,39.00,1513.21,1461.27,1409.32,1
BRFL.BO,10/8/2024,1.82,453.00,0.00,616.00,453.00,1.85,1.82,1.80,1
BSE.NS,10/9/2024,4181.05,7.00,0.00,11.00,7.00,4341.98,4212.38,4082.78,1
BRITANNIA.NS,10/9/2024,6097.25,118.00,0.00,194.00,118.00,6550.30,6297.33,6044.36,1
BVCL.NS,10/9/2024,59.99,10.00,0.00,50.00,10.00,0.00,0.00,0.00,1
CAMEXLTD.BO,10/9/2024,55.28,10.00,0.00,32.00,10.00,59.26,58.01,56.75,1
CARNATIN.BO,10/8/2024,7.50,26.00,0.00,55.00,26.00,7.56,7.27,6.97,1
CARERATING.NS,10/9/2024,1224.55,44.00,0.00,61.00,44.00,1142.82,1069.94,997.07,1
CEENIK.BO,10/9/2024,1432.45,85.00,0.00,94.00,85.00,1712.14,1576.91,1441.68,1
CEETAIN.BO,10/9/2024,42.11,6.00,0.00,19.00,6.00,41.87,40.92,39.97,1
CEINSYSTECH.BO,10/9/2024,864.20,5.00,0.00,8.00,5.00,868.23,795.01,721.80,1
CENLUB.BO,10/9/2024,608.70,8.00,0.00,10.00,8.00,607.24,587.80,568.35,1
CGVAK.BO,10/9/2024,302.55,5.00,0.00,43.00,5.00,313.70,306.71,299.72,1
CGPOWER.NS,10/9/2024,803.50,3.00,0.00,9.00,3.00,814.22,806.78,799.33,1
CHANDRIMA.BO,10/9/2024,41.77,24.00,0.00,44.00,24.00,44.06,41.96,39.86,1
CHENNPETRO.NS,10/9/2024,920.55,13.00,0.00,32.00,13.00,979.44,955.95,932.46,1
CHOWGULSTM.BO,10/9/2024,26.71,8.00,0.00,30.00,8.00,27.61,26.74,25.86,1
CIANAGRO.BO,10/9/2024,190.05,44.00,0.00,50.00,44.00,209.30,192.36,175.42,1
CIFL.BO,10/9/2024,152.70,17.00,0.00,19.00,17.00,152.81,148.18,143.55,1
CIGNITITEC.NS,10/9/2024,1391.65,118.00,0.00,126.00,118.00,1436.57,1400.69,1364.80,1
CILSEC.BO,10/9/2024,60.12,17.00,0.00,27.00,17.00,63.98,62.38,60.78,1
CITADEL.BO,10/9/2024,55.50,3.00,0.00,12.00,3.00,56.91,55.22,53.54,1
CIPLA.NS,10/9/2024,1680.50,71.00,0.00,78.00,71.00,1723.54,1680.97,1638.40,1
CLFL.BO,10/8/2024,20.29,29.00,0.00,48.00,29.00,23.70,22.04,20.39,1
CNIRESLTD.BO,10/9/2024,13.63,3.00,0.00,10.00,3.00,13.74,13.63,13.52,1
CMICABLES.NS,10/8/2024,5.75,31.00,0.00,93.00,31.00,6.01,5.85,5.68,1
COFORGE.NS,10/9/2024,7377.35,40.00,0.00,51.00,40.00,7562.88,7338.68,7114.48,1
COLPAL.NS,10/9/2024,3712.80,72.00,0.00,82.00,72.00,4111.08,3940.35,3769.61,1
COMPINFO.NS,10/9/2024,3.48,7.00,0.00,43.00,7.00,3.54,3.45,3.36,1
