Trade Day,System,Trade Direction,Stock,Entry Price,ISL/TSL,Buy Qty,Sell Qty,Sell Price,Exit Strategy,Commission,Trade Category,Account,CMP,CMP_Date,Target
2024-12-05,ATR_BW,Long,ACE.NS,1425.15,1186.3,4.19,4.19,,,,,KRBPT,1425.15,2024-12-05,
2024-12-05,BB_W,Long,ACIIN.BO,2.9,2.61,3448.28,3448.28,,,,,KRBPT,2.9,2024-12-05,
2024-12-05,BB_DC,Long,ACML.BO,71.95,66.9,198.02,198.02,,,,,KRBPT,71.95,2024-12-05,
2024-12-05,BB_W,Long,AGIIL.BO,1737.3,885.0,1.17,1.17,,,,,KRBPT,1737.3,2024-12-05,
2024-12-05,BB_DC,Long,AGRITECH.NS,207.22,176.35,32.39,32.39,,,,,KRBPT,207.22,2024-12-05,
2024-12-05,LR_DC,Long,AIRAN.NS,31.57,28.01,280.9,280.9,,,,,KRBPT,31.57,2024-12-05,
2024-12-05,ATR_BW,Long,AJCON.BO,60.3,45.05,65.57,65.57,,,,,KRBPT,60.3,2024-12-05,
2024-12-05,EW_DC,Long,AKG.NS,21.0,17.51,286.53,286.53,,,,,KRBPT,21.0,2024-12-05,
2024-12-05,BB_DC,Long,AMITINT.BO,4.72,4.32,2500.0,2500.0,,,,,KRBPT,4.72,2024-12-05,
2024-12-05,ATR_DC,Long,ANGELONE.NS,3221.7,2605.0,1.62,1.62,,,,,KRBPT,3221.7,2024-12-05,
2024-12-05,EW_DC,Long,ANSALAPI.NS,10.0,8.91,917.43,917.43,,,,,KRBPT,9.87,2024-12-05,
2024-12-05,EW_DC,Long,APCOTEXIND.NS,385.0,358.15,37.24,37.24,,,,,KRBPT,385.4,2024-12-05,
2024-12-05,BB_W,Long,ASHCAP.BO,5.02,4.51,1960.78,1960.78,,,,,KRBPT,5.02,2024-12-05,
2024-12-05,EW_W,Long,ASHRAM.BO,6.0,4.41,628.93,628.93,,,,,KRBPT,5.67,2024-12-05,
2024-12-05,LR_DC,Long,AUSOMENT.NS,108.81,98.16,93.9,93.9,,,,,KRBPT,108.81,2024-12-05,
2024-12-05,LR_W,Short,AVANTIFEED.NS,604.55,572.25,30.96,30.96,617.3,Target Hit,,,KRBPT,604.55,2024-12-05,617.3
2024-12-05,BB_DC,Long,AXISCADES.NS,506.1,420.9,11.74,11.74,,,,,KRBPT,506.1,2024-12-05,
2024-12-05,BBLR_DC,Long,BAJFINANCE.NS,6850.4,6491.0,2.78,2.78,,,,,KRBPT,6850.4,2024-12-05,
2024-12-05,ATR_UC,Long,BALAJITELE.NS,73.06,57.67,64.98,64.98,,,,,KRBPT,73.06,2024-12-05,
2024-12-05,LR_UC,Long,BALUFORGE.BO,790.55,721.2,14.42,14.42,,,,,KRBPT,790.55,2024-12-05,
2024-12-05,BB_DC,Long,BAMBINO.BO,378.35,369.0,106.95,106.95,,,,,KRBPT,378.35,2024-12-05,
2024-12-05,BB_W,Long,BATLIBOI.BO,150.7,135.4,65.36,65.36,,,,,KRBPT,150.7,2024-12-05,
2024-12-05,ATR_UC,Long,BCLENTERPR.BO,1.13,0.91,4545.45,4545.45,,,,,KRBPT,1.13,2024-12-05,
2024-12-05,BB_DC,Long,BESTEAST.BO,17.55,15.73,549.45,549.45,,,,,KRBPT,17.55,2024-12-05,
2024-12-05,BB_W,Long,BHATIA.BO,31.97,27.11,205.76,205.76,,,,,KRBPT,31.97,2024-12-05,
2024-12-05,BB_DC,Long,BIGBLOC.NS,116.33,108.8,132.8,132.8,,,,,KRBPT,116.33,2024-12-05,
2024-12-05,LR_W,Long,BLACKROSE.BO,134.6,126.2,119.05,119.05,,,,,KRBPT,134.6,2024-12-05,
2024-12-05,BB_DC,Long,BLUECHIPT.BO,157.75,136.0,45.98,45.98,,,,,KRBPT,157.75,2024-12-05,
2024-12-05,LR_DC,Short,BLUEDART.NS,7486.95,7381.0,9.44,9.44,8160.01,Target Hit,,,KRBPT,7486.95,2024-12-05,8160.01
2024-12-05,BB_W,Long,BORORENEW.NS,512.05,423.75,11.33,11.33,,,,,KRBPT,512.05,2024-12-05,
2024-12-05,ATRLR_DC,Long,BOSCHLTD.NS,36169.5,34400.0,0.57,0.57,,,,,KRBPT,36169.5,2024-12-05,
2024-12-05,BB_DC,Long,BPCL.NS,297.0,289.4,131.58,131.58,,,,,KRBPT,297.0,2024-12-05,
2024-12-05,BB_UC,Long,BRIGHTBR.BO,335.75,296.55,25.51,25.51,,,,,KRBPT,335.75,2024-12-05,
2024-12-05,ATRBB_DC,Long,BSE.NS,5194.9,4280.0,1.09,1.09,,,,,KRBPT,5194.9,2024-12-05,
2024-12-05,ATR_BW,Long,CASTROLIND.NS,219.67,185.07,28.9,28.9,,,,,KRBPT,219.67,2024-12-05,
2024-12-05,ATR_UC,Long,CDSL.NS,1855.95,1427.0,2.33,2.33,,,,,KRBPT,1855.95,2024-12-05,
2024-12-05,EW_BW,Long,CHDCHEM.BO,7.0,6.09,1098.9,1098.9,,,,,KRBPT,7.29,2024-12-05,
2024-12-05,ATRLR_W,Long,CHEMFAB.NS,1011.65,891.05,8.29,8.29,,,,,KRBPT,1011.65,2024-12-05,
2024-12-05,BB_DC,Long,CHORDIA.BO,86.0,79.4,151.52,151.52,,,,,KRBPT,86.0,2024-12-05,
2024-12-05,BB_W,Long,CNIRESLTD.BO,14.95,11.74,311.53,311.53,,,,,KRBPT,14.95,2024-12-05,
2024-12-05,BB_DC,Long,CNOVAPETRO.BO,97.19,76.17,47.57,47.57,,,,,KRBPT,97.19,2024-12-05,
2024-12-05,LR_DC,Long,CORALAB.BO,826.55,736.9,11.15,11.15,,,,,KRBPT,826.55,2024-12-05,
2024-12-05,BB_DC,Short,CRAVATEX.BO,430.55,410.0,48.66,48.66,459.31,Target Hit,,,KRBPT,430.55,2024-12-05,459.31
2024-12-05,BB_DC,Long,DECOMIC.BO,84.07,70.0,71.07,71.07,,,,,KRBPT,84.07,2024-12-05,
2024-12-05,BB_DC,Long,DHRUVCA.BO,381.0,355.1,38.61,38.61,,,,,KRBPT,381.0,2024-12-05,
2024-12-05,BB_DC,Long,DYNAVSN.BO,358.9,316.05,23.34,23.34,,,,,KRBPT,358.9,2024-12-05,
2024-12-05,ATRBB_DC,Long,ELGIRUBCO.NS,121.83,95.5,37.98,37.98,,,,,KRBPT,121.83,2024-12-05,
2024-12-05,ATREW_DC,Long,EMPIND.BO,1068.0,1000.0,14.71,14.71,,,,,KRBPT,1068.4,2024-12-05,
2024-12-05,BB_DC,Long,ENIL.NS,190.82,175.0,63.21,63.21,,,,,KRBPT,190.82,2024-12-05,
2024-12-05,BB_W,Long,ERPSOFT.BO,115.65,100.2,64.72,64.72,,,,,KRBPT,115.65,2024-12-05,
2024-12-05,BB_W,Long,ETT.BO,18.54,15.2,299.4,299.4,,,,,KRBPT,18.54,2024-12-05,
2024-12-05,ATR_DC,Short,FILTRA.BO,77.48,67.4,99.21,99.21,88.24,Target Hit,,,KRBPT,77.48,2024-12-05,88.24
2024-12-05,ATR_DC,Long,FINCABLES.NS,1303.1,1086.05,4.61,4.61,,,,,KRBPT,1303.1,2024-12-05,
2024-12-05,BB_W,Short,FLEXITUFF.NS,57.89,56.0,529.1,529.1,64.56,Target Hit,,,KRBPT,57.89,2024-12-05,64.56
2024-12-05,ATR_DC,Long,FLUOROCHEM.NS,4261.25,3734.0,1.9,1.9,,,,,KRBPT,4261.25,2024-12-05,
2024-12-05,LR_DC,Long,GEE.BO,156.05,145.55,95.24,95.24,,,,,KRBPT,156.05,2024-12-05,
2024-12-05,LR_W,Long,GEOJITFSL.NS,128.13,104.5,42.32,42.32,,,,,KRBPT,128.13,2024-12-05,
2024-12-05,BB_DC,Short,GINISILK.BO,111.85,108.7,317.46,317.46,136.1,Target Hit,,,KRBPT,111.85,2024-12-05,136.1
2024-12-05,BB_DC,Long,GMBREW.NS,820.85,736.95,11.92,11.92,,,,,KRBPT,820.85,2024-12-05,
