Ticker,Date/Time,Close,UpBars,DnBars,Downtrend Length,Uptrend Length,LR_UC,LR_MC,LR_LC,Buy
1STCUS.BO,1/15/2025,143.00,7.00,0.00,12.00,7.00,150.99,149.70,148.41,1
3RDROCK.NS,1/14/2025,64.60,350.00,0.00,,350.00,,,,1
4THGEN.BO,1/13/2025,6.87,106.00,0.00,117.00,106.00,7.28,7.01,6.73,1
AARTIIND.NS,1/15/2025,429.75,5.00,0.00,34.00,5.00,435.60,423.24,410.87,1
AARVEEDEN.NS,1/15/2025,133.95,54.00,0.00,66.00,54.00,136.26,132.08,127.91,1
ABBOTINDIA.NS,9/13/2024,29559.00,23.00,0.00,40.00,23.00,33379.60,32942.86,32506.12,1
ABHIFIN.BO,1/15/2025,66.00,14.00,0.00,18.00,14.00,72.68,67.44,62.20,1
ABMKNO.BO,1/15/2025,227.35,13.00,0.00,25.00,13.00,259.22,234.35,209.47,1
ABHIINFRA.BO,1/15/2025,8.61,29.00,0.00,83.00,29.00,9.17,8.72,8.27,1
ACESOFT.BO,1/15/2025,318.45,17.00,0.00,20.00,17.00,336.42,330.68,324.93,1
ACTIVE.BO,1/15/2025,125.10,12.00,0.00,14.00,12.00,128.04,118.22,108.40,1
ADORFO.BO,9/24/2024,142.50,11.00,0.00,50.00,11.00,146.62,142.25,137.89,1
ADVPETR-B.BO,1/15/2025,220.00,5.00,0.00,14.00,5.00,226.42,222.08,217.74,1
AGIOPAPER.BO,1/15/2025,7.26,11.00,0.00,15.00,11.00,7.72,7.44,7.16,1
AJCON.BO,1/15/2025,66.67,5.00,0.00,17.00,5.00,67.06,66.57,66.08,1
AKSPINTEX.BO,1/15/2025,719.50,8.00,0.00,13.00,8.00,780.34,779.50,778.66,1
AKZOINDIA.NS,1/15/2025,3641.90,12.00,0.00,50.00,12.00,3913.69,3781.54,3649.40,1
ALFREDHE.BO,1/15/2025,2099.00,13.00,0.00,23.00,13.00,2157.98,2109.34,2060.71,1
ALICON.NS,1/15/2025,984.90,11.00,0.00,25.00,11.00,0.00,0.00,0.00,1
ALLSEC.NS,11/26/2024,1000.25,7.00,0.00,13.00,7.00,1007.89,984.62,961.34,1
AMAL.BO,1/15/2025,549.00,13.00,0.00,19.00,13.00,544.62,516.36,488.11,1
AMARAJABAT.NS,12/28/2023,820.45,39.00,0.00,73.00,39.00,854.31,810.48,766.64,1
AMBITION.BO,10/21/2024,2.96,45.00,0.00,77.00,45.00,3.18,3.03,2.88,1
AMITINT.BO,1/15/2025,4.58,5.00,0.00,16.00,5.00,4.96,4.88,4.80,1
ANERI.BO,1/14/2025,7.68,73.00,0.00,98.00,73.00,8.88,8.56,8.24,1
ANKIN.BO,1/15/2025,18.78,5.00,0.00,10.00,5.00,20.40,20.13,19.86,1
ANSINDUS.BO,1/13/2025,9.98,3.00,0.00,7.00,3.00,10.02,9.96,9.90,1
ANUPAM.BO,1/15/2025,1.97,7.00,0.00,18.00,7.00,1.99,1.94,1.90,1
ARMAN.BO,1/15/2025,67.66,8.00,0.00,,8.00,,,,1
ARMANFIN.NS,1/15/2025,1291.70,7.00,0.00,9.00,7.00,1342.59,1293.97,1245.36,1
ARSSINFRA.NS,1/14/2025,29.89,21.00,0.00,31.00,21.00,32.78,31.03,29.29,1
ARUNIS.BO,1/15/2025,122.86,33.00,0.00,43.00,33.00,137.47,126.55,115.62,1
ARYAMAN.BO,1/15/2025,448.60,22.00,0.00,50.00,22.00,476.01,461.58,447.16,1
ASHOKRE.BO,1/14/2025,12.82,59.00,0.00,94.00,59.00,14.41,13.40,12.38,1
