Ticker,Date/Time,Close,UpBars,DnBars,Downtrend Length,Uptrend Length,LR_UC,LR_MC,LR_LC,Buy
NIHARINF.BO,10/22/2024,6.42,10.00,0.00,17.00,10.00,7.10,6.79,6.47,1
NILKAMAL.NS,10/22/2024,1852.05,49.00,0.00,58.00,49.00,0.00,0.00,0.00,1
NITINCAST.BO,10/22/2024,706.00,11.00,0.00,16.00,11.00,806.98,783.51,760.04,1
NITCO.NS,10/22/2024,114.56,11.00,0.00,32.00,11.00,132.21,126.35,120.49,1
NIMBSPROJ.BO,10/22/2024,138.10,9.00,0.00,12.00,9.00,139.29,137.80,136.31,1
NITINSPIN.NS,10/22/2024,406.50,11.00,0.00,41.00,11.00,443.27,433.09,422.91,1
NITIRAJ.NS,10/22/2024,246.15,28.00,0.00,37.00,28.00,276.78,266.46,256.14,1
NOGMIND.BO,10/21/2024,2.86,40.00,0.00,146.00,40.00,2.87,2.77,2.68,1
NOL.BO,10/22/2024,130.85,4.00,0.00,32.00,4.00,141.04,138.18,135.31,1
NORTHLINK.BO,10/21/2024,28.80,11.00,0.00,62.00,11.00,30.96,29.72,28.48,1
NSIL.NS,10/22/2024,7291.05,10.00,0.00,14.00,10.00,8264.62,7441.56,6618.51,1
NUTECGLOB.BO,10/22/2024,22.05,10.00,0.00,,10.00,,,,1
OAL.NS,10/22/2024,560.20,11.00,0.00,44.00,11.00,593.79,556.67,519.55,1
NUTRICIRCLE.BO,10/21/2024,250.00,20.00,0.00,59.00,20.00,299.95,279.56,259.16,1
OASISEC.BO,10/22/2024,195.10,3.00,0.00,22.00,3.00,226.73,218.53,210.34,1
ODYCORP.BO,10/22/2024,29.53,46.00,0.00,48.00,46.00,30.33,29.36,28.39,1
OLYOI.BO,10/22/2024,45.46,6.00,0.00,19.00,6.00,46.14,44.59,43.04,1
OLECTRA.NS,10/22/2024,1657.85,11.00,0.00,13.00,11.00,1939.51,1898.56,1857.61,1
ONELIFECAP.NS,10/22/2024,17.87,5.00,0.00,22.00,5.00,18.10,17.86,17.62,1
ONTIC.BO,10/22/2024,0.73,5.00,0.00,8.00,5.00,0.82,0.80,0.78,1
ORBTEXP.NS,10/22/2024,183.55,11.00,0.00,25.00,11.00,202.22,193.89,185.57,1
ORGCOAT.BO,10/22/2024,31.41,15.00,0.00,19.00,15.00,31.67,29.95,28.23,1
ORIENTCEM.NS,10/22/2024,347.00,11.00,0.00,13.00,11.00,369.33,347.30,325.27,1
ORIENTTR.BO,10/22/2024,15.00,15.00,0.00,23.00,15.00,15.73,15.30,14.88,1
ORTEL.NS,10/21/2024,2.16,14.00,0.00,35.00,14.00,2.81,2.73,2.65,1
OSCARGLO.BO,10/21/2024,10.97,6.00,0.00,,6.00,,,,1
OSIAJEE.BO,10/22/2024,51.19,24.00,0.00,28.00,24.00,50.83,49.12,47.41,1
OSWAYRN.BO,10/22/2024,65.35,60.00,0.00,74.00,60.00,64.42,61.29,58.15,1
PADMAIND.BO,10/22/2024,5.70,11.00,0.00,25.00,11.00,6.53,6.25,5.97,1
PADMALAYAT.BO,10/22/2024,8.28,38.00,0.00,50.00,38.00,8.73,7.52,6.32,1
PADAMCO.BO,10/22/2024,150.05,45.00,0.00,49.00,45.00,148.93,143.65,138.37,1
PALASHSECU.NS,10/22/2024,155.62,11.00,0.00,14.00,11.00,177.79,167.81,157.82,1
PAGEIND.NS,10/22/2024,44200.00,50.00,0.00,57.00,50.00,46417.71,44352.52,42287.33,1
PALCO.BO,9/13/2024,135.35,161.00,0.00,548.00,161.00,40.24,22.59,4.93,1
PANACHE.NS,10/22/2024,197.85,28.00,0.00,39.00,28.00,211.37,203.19,195.02,1
PANKAJPIYUS.BO,10/21/2024,310.00,15.00,0.00,24.00,15.00,367.24,362.29,357.33,1
PAOS.BO,10/21/2024,68.00,6.00,0.00,,6.00,,,,1
PANSARI.NS,10/22/2024,121.00,11.00,0.00,19.00,11.00,0.00,0.00,0.00,1
PARMAX.BO,10/22/2024,43.00,8.00,0.00,17.00,8.00,45.67,43.92,42.17,1
PARMCOS-B.BO,10/22/2024,51.20,10.00,0.00,19.00,10.00,54.18,52.04,49.90,1
PARNAXLAB.BO,10/22/2024,151.65,20.00,0.00,32.00,20.00,158.22,144.29,130.36,1
PASUSPG.BO,10/22/2024,34.90,10.00,0.00,14.00,10.00,39.77,37.31,34.85,1
PATELSAI.BO,10/22/2024,787.55,13.00,0.00,25.00,13.00,857.06,844.38,831.70,1
PERFEPA.BO,10/22/2024,137.00,6.00,0.00,9.00,6.00,144.84,138.10,131.37,1
PETRONET.NS,10/22/2024,347.15,21.00,0.00,42.00,21.00,0.00,0.00,0.00,1
PHOTON.BO,10/21/2024,99.00,20.00,0.00,21.00,20.00,99.50,94.96,90.43,1
PIFL.BO,10/21/2024,20.02,69.00,0.00,54.00,69.00,22.43,20.99,19.55,1
PILANIINVS.NS,10/22/2024,7269.95,10.00,0.00,18.00,10.00,7764.23,6969.46,6174.69,1
PIONEEREMB.NS,10/22/2024,46.07,11.00,0.00,28.00,11.00,0.00,0.00,0.00,1
PML.BO,10/22/2024,944.00,10.00,0.00,26.00,10.00,1031.64,995.77,959.91,1
POEL.BO,10/22/2024,837.25,10.00,0.00,18.00,10.00,912.79,860.74,808.68,1
POLYCHMP.BO,10/22/2024,69.36,16.00,0.00,34.00,16.00,78.01,76.17,74.33,1
POLYMAC.BO,9/13/2024,22.20,5.00,0.00,,5.00,,,,1
POLYMED.NS,10/22/2024,2497.00,16.00,0.00,31.00,16.00,2529.32,2474.39,2419.45,1
POLYPLEX.NS,10/22/2024,1140.00,11.00,0.00,41.00,11.00,1231.10,1182.05,1133.01,1
POOJAENT.BO,10/22/2024,191.85,7.00,0.00,26.00,7.00,193.22,187.05,180.89,1
PRADPME.BO,10/22/2024,305.90,13.00,0.00,25.00,13.00,317.30,306.43,295.56,1
PRAGBOS.BO,10/22/2024,2.92,10.00,0.00,23.00,10.00,0.00,0.00,0.00,1
PRAXIS.NS,10/22/2024,27.26,8.00,0.00,14.00,8.00,28.58,28.28,27.97,1
PRECAM.NS,10/22/2024,297.20,11.00,0.00,14.00,11.00,346.38,324.49,302.60,1
PRECISIO.BO,10/22/2024,158.15,7.00,0.00,25.00,7.00,180.14,173.41,166.68,1
PREMCO.BO,10/22/2024,464.80,9.00,0.00,32.00,9.00,491.78,480.96,470.14,1
PRECOT.NS,10/22/2024,438.50,11.00,0.00,16.00,11.00,501.59,489.24,476.88,1
PRIMEURB.BO,10/22/2024,9.34,8.00,0.00,,8.00,,,,1
PRIMEPRO.BO,10/22/2024,33.10,3.00,0.00,7.00,3.00,34.65,34.32,33.98,1
PRISMMEDI.BO,10/22/2024,28.00,10.00,0.00,25.00,10.00,0.00,0.00,0.00,1
PRIVISCL.NS,10/22/2024,1695.70,34.00,0.00,41.00,34.00,1762.95,1657.78,1552.62,1
PROFINC.BO,10/22/2024,2.30,10.00,0.00,13.00,10.00,2.43,2.33,2.24,1
PRSNTIN.BO,10/22/2024,13.20,10.00,0.00,20.00,10.00,15.76,14.62,13.48,1
PULSRIN.BO,10/22/2024,18.17,16.00,0.00,18.00,16.00,20.00,18.96,17.92,1
PUNJABCHEM.NS,10/22/2024,1147.45,6.00,0.00,14.00,6.00,1220.54,1193.97,1167.40,1
PURVA.NS,10/22/2024,416.50,10.00,0.00,43.00,10.00,443.61,429.14,414.67,1
QUANTBUILD.BO,10/22/2024,4.12,3.00,0.00,9.00,3.00,4.18,4.10,4.02,1
QUASAR.BO,10/22/2024,26.05,15.00,0.00,23.00,15.00,26.32,25.42,24.52,1
QUEST.BO,10/7/2024,47.69,6.00,0.00,21.00,6.00,59.21,59.01,58.81,1
RADAAN.NS,10/22/2024,3.31,4.00,0.00,8.00,4.00,3.47,3.40,3.33,1
RADIXIND.BO,10/21/2024,162.15,9.00,0.00,15.00,9.00,169.14,165.39,161.64,1
RADICO.NS,10/22/2024,2100.50,10.00,0.00,23.00,10.00,2470.63,2416.92,2363.22,1
RAJINFRA.BO,10/22/2024,5.13,4.00,0.00,21.00,4.00,0.00,0.00,0.00,1
RAJPALAYAM.BO,10/22/2024,980.50,11.00,0.00,38.00,11.00,993.65,950.77,907.90,1
RAJRATAN.NS,10/22/2024,570.00,10.00,0.00,40.00,10.00,585.85,560.32,534.79,1
RAJSPTR.BO,10/21/2024,3.76,20.00,0.00,49.00,20.00,3.92,3.81,3.71,1
RAJTUBE.BO,10/22/2024,38.25,7.00,0.00,8.00,7.00,50.63,49.04,47.45,1
RALEGRA.BO,10/22/2024,40.92,7.00,0.00,9.00,7.00,0.00,0.00,0.00,1
RAMAPETRO.BO,10/21/2024,9.48,49.00,0.00,73.00,49.00,9.50,9.24,8.98,1
RAMCOCEM.NS,10/22/2024,831.10,47.00,0.00,57.00,47.00,907.37,890.47,873.57,1
RAMCOIND.NS,10/22/2024,242.52,10.00,0.00,16.00,10.00,269.52,264.36,259.20,1
RANEHOLDIN.NS,10/22/2024,1910.55,11.00,0.00,30.00,11.00,2148.39,2106.93,2065.48,1
RASANDIK.BO,10/22/2024,117.00,10.00,0.00,42.00,10.00,135.64,132.50,129.36,1
RAVALSUGAR.BO,10/22/2024,1830.05,10.00,0.00,37.00,10.00,2014.09,1931.71,1849.34,1
RAYALEMA.BO,10/22/2024,42.45,10.00,0.00,35.00,10.00,44.18,43.04,41.90,1
RCAN.BO,10/22/2024,655.90,13.00,0.00,20.00,13.00,0.00,0.00,0.00,1
RCIIND.BO,10/21/2024,7.30,44.00,0.00,65.00,44.00,8.80,7.97,7.14,1
RDBRIL.BO,10/22/2024,572.00,21.00,0.00,31.00,21.00,631.34,592.18,553.03,1
RDBRL.BO,10/22/2024,196.15,9.00,0.00,25.00,9.00,210.54,196.20,181.86,1
RELIABVEN.BO,10/22/2024,22.40,11.00,0.00,28.00,11.00,0.00,0.00,0.00,1
RELTD.BO,10/22/2024,150.75,4.00,0.00,12.00,4.00,154.82,150.43,146.04,1
REMIEDEL.BO,10/22/2024,83.66,10.00,0.00,24.00,10.00,83.34,78.24,73.14,1
REPL.NS,10/22/2024,198.74,11.00,0.00,16.00,11.00,221.40,212.47,203.54,1
RESONANCE.BO,10/22/2024,105.00,11.00,0.00,27.00,11.00,107.34,102.08,96.82,1
RESPONIND.NS,10/22/2024,271.15,11.00,0.00,24.00,11.00,297.19,289.73,282.28,1
RESTILE.BO,10/22/2024,7.74,5.00,0.00,18.00,5.00,0.00,0.00,0.00,1
RGL.NS,10/22/2024,176.50,15.00,0.00,25.00,15.00,197.01,184.10,171.20,1
RICHAIND.BO,10/22/2024,1.99,10.00,0.00,17.00,10.00,0.00,0.00,0.00,1
RJSHAH.BO,10/15/2024,587.40,4.00,0.00,6.00,4.00,602.14,586.12,570.10,1
RKDAGRRTL.BO,10/22/2024,6.27,5.00,0.00,17.00,5.00,6.35,6.26,6.18,1
RLF.BO,10/22/2024,10.26,8.00,0.00,14.00,8.00,11.30,10.84,10.38,1
RMCL.NS,10/21/2024,200.00,215.00,0.00,226.00,215.00,209.39,201.60,193.81,1
ROLCOEN.BO,10/14/2024,940.00,4.00,0.00,15.00,4.00,978.20,945.46,912.72,1
ROOPAIND.BO,10/22/2024,104.69,8.00,0.00,23.00,8.00,105.31,100.25,95.20,1
ROSELABS.BO,10/21/2024,37.00,17.00,0.00,38.00,17.00,41.67,39.12,36.58,1
ROTO.BO,10/22/2024,535.40,9.00,0.00,38.00,9.00,576.37,562.70,549.04,1
RPEL.BO,10/22/2024,1277.10,18.00,0.00,29.00,18.00,1390.92,1311.41,1231.90,1
ROYALIND.BO,10/22/2024,35.39,3.00,0.00,24.00,3.00,39.08,38.30,37.52,1
RSCINT.BO,10/21/2024,15.84,4.00,0.00,741.00,4.00,25.52,17.74,9.96,1
RTFL.BO,10/21/2024,77.41,20.00,0.00,33.00,20.00,87.74,84.70,81.66,1
RSSOFTWARE.NS,10/22/2024,260.50,11.00,0.00,26.00,11.00,293.50,286.00,278.50,1
SABEVENTS.NS,10/22/2024,16.40,14.00,0.00,39.00,14.00,17.41,16.76,16.10,1
SAENTER.BO,10/22/2024,40.85,15.00,0.00,23.00,15.00,47.29,43.83,40.38,1
SAICAPI.BO,9/13/2024,155.30,306.00,0.00,406.00,306.00,33.92,17.99,2.06,1
SAKAR.NS,10/22/2024,332.00,3.00,0.00,28.00,3.00,336.88,329.49,322.10,1
SANPA.BO,10/22/2024,285.00,10.00,0.00,14.00,10.00,311.17,300.85,290.53,1
SANTETX.BO,10/22/2024,169.45,7.00,0.00,10.00,7.00,207.41,201.23,195.05,1
SAPPL.BO,10/22/2024,208.05,11.00,0.00,45.00,11.00,0.00,0.00,0.00,1
SARVESHWAR.NS,10/22/2024,9.75,6.00,0.00,13.00,6.00,10.79,10.24,9.70,1
SASKEN.NS,10/22/2024,1650.35,13.00,0.00,42.00,13.00,2097.16,2002.80,1908.44,1
SASTASUNDR.NS,10/22/2024,294.10,11.00,0.00,40.00,11.00,322.12,318.52,314.92,1
SAUMYA.BO,10/22/2024,203.95,4.00,0.00,26.00,4.00,211.42,207.33,203.24,1
SAYAJIIND.BO,10/22/2024,250.05,5.00,0.00,7.00,5.00,263.29,255.05,246.80,1
SBGLP.BO,10/22/2024,131.65,17.00,0.00,44.00,17.00,151.65,143.66,135.67,1
SCAGRO.BO,10/22/2024,17.65,19.00,0.00,51.00,19.00,19.48,18.25,17.01,1
SCANPGEOM.BO,10/22/2024,8.64,3.00,0.00,8.00,3.00,9.71,9.57,9.43,1
SBIN.NS,10/22/2024,798.75,28.00,0.00,65.00,28.00,823.56,808.88,794.20,1
SCHAEFFLER.NS,10/22/2024,3876.25,10.00,0.00,42.00,10.00,4336.12,4255.92,4175.73,1
SEATV.BO,10/22/2024,10.51,5.00,0.00,16.00,5.00,11.50,11.15,10.79,1
SEL.BO,10/22/2024,41.35,9.00,0.00,29.00,9.00,41.43,39.33,37.24,1
SETUINFRA.NS,10/22/2024,0.91,9.00,0.00,30.00,9.00,0.99,0.95,0.91,1
SGNTE.BO,10/22/2024,1.05,8.00,0.00,29.00,8.00,1.05,1.01,0.97,1
SHAHFOOD.BO,10/21/2024,232.85,48.00,0.00,52.00,48.00,244.58,237.28,229.97,1
SHANGAR.BO,10/22/2024,7.59,8.00,0.00,13.00,8.00,8.53,8.21,7.88,1
SHANTAI.BO,10/21/2024,55.28,11.00,0.00,20.00,11.00,55.49,53.75,52.01,1
SHANTIGEAR.NS,10/22/2024,598.80,10.00,0.00,15.00,10.00,0.00,0.00,0.00,1
SHARDACROP.NS,10/22/2024,596.35,20.00,0.00,39.00,20.00,615.48,596.95,578.41,1
SHERVANI.BO,10/22/2024,542.00,11.00,0.00,76.00,11.00,587.01,576.50,565.99,1
SHILCTECH.BO,10/22/2024,7148.10,14.00,0.00,26.00,14.00,8130.80,7757.45,7384.10,1
SHGANEL.BO,10/22/2024,37.02,10.00,0.00,13.00,10.00,40.34,38.15,35.96,1
SHIVAMILLS.NS,10/22/2024,92.27,11.00,0.00,19.00,11.00,101.13,99.00,96.88,1
SHRAJSYNQ.BO,10/22/2024,26.70,7.00,0.00,12.00,7.00,26.93,26.67,26.40,1
SHRADHA.NS,10/22/2024,163.71,15.00,0.00,20.00,15.00,183.34,181.46,179.58,1
SHIVATEX.NS,10/22/2024,236.75,21.00,0.00,26.00,21.00,259.15,245.71,232.27,1
SHRDAIS.BO,10/22/2024,432.90,3.00,0.00,14.00,3.00,437.81,432.82,427.84,1
SHREEPUSHK.NS,10/22/2024,257.00,15.00,0.00,26.00,15.00,279.89,271.47,263.06,1
SHREMETAL.BO,10/22/2024,37.02,4.00,0.00,5.00,4.00,42.58,41.04,39.50,1
SHREYASI.BO,10/22/2024,14.77,10.00,0.00,13.00,10.00,16.33,14.58,12.83,1
SHRICON.BO,10/21/2024,199.25,3.00,0.00,8.00,3.00,200.12,197.33,194.54,1
SHREYAS.NS,10/22/2024,358.20,11.00,0.00,19.00,11.00,402.86,396.42,389.98,1
SHREERAMA.NS,10/22/2024,27.33,11.00,0.00,28.00,11.00,29.60,28.93,28.25,1
SHRMFGC.BO,10/22/2024,11.29,12.00,0.00,,12.00,,,,1
SHUKJEW.BO,10/22/2024,11.30,15.00,0.00,17.00,15.00,12.47,11.41,10.35,1
SHVFL.BO,10/22/2024,24.32,17.00,0.00,24.00,17.00,25.83,25.04,24.26,1
SHYAMTEL.BO,10/22/2024,16.10,4.00,0.00,8.00,4.00,16.14,16.07,15.99,1
SHYMINV.BO,10/22/2024,11.26,11.00,0.00,14.00,11.00,0.00,0.00,0.00,1
SICALLOG.NS,9/9/2024,177.03,7.00,0.00,15.00,7.00,178.26,175.75,173.24,1
SIBARAUT.BO,10/22/2024,12.70,11.00,0.00,29.00,11.00,13.97,13.83,13.68,1
SIEL.BO,10/22/2024,60.00,8.00,0.00,15.00,8.00,78.05,76.63,75.21,1
SIL.NS,10/22/2024,26.49,10.00,0.00,23.00,10.00,27.78,27.30,26.82,1
SILVERO.BO,10/21/2024,5.60,10.00,0.00,45.00,10.00,6.03,5.74,5.46,1
SILINV.NS,10/22/2024,789.40,10.00,0.00,12.00,10.00,878.70,791.79,704.88,1
SILVOAK.BO,10/22/2024,162.00,28.00,0.00,36.00,28.00,165.94,161.63,157.32,1
SIMMOND.BO,10/22/2024,152.00,11.00,0.00,23.00,11.00,158.18,153.19,148.20,1
SIMPLEXCAS.BO,10/22/2024,345.00,10.00,0.00,13.00,10.00,352.94,335.62,318.29,1
SIPL.BO,10/22/2024,16.79,16.00,0.00,19.00,16.00,16.85,15.70,14.55,1
SITINET.NS,10/22/2024,0.91,20.00,0.00,36.00,20.00,0.98,0.94,0.91,1
SIYSIL.NS,10/22/2024,510.45,13.00,0.00,24.00,13.00,580.51,558.13,535.75,1
SKIL.NS,10/21/2024,5.39,6.00,0.00,49.00,6.00,5.38,5.29,5.20,1
SKPSEC.BO,10/22/2024,278.55,10.00,0.00,15.00,10.00,342.68,309.19,275.71,1
SKYGOLD.BO,10/22/2024,3210.00,17.00,0.00,19.00,17.00,3435.73,3330.54,3225.34,1
SKMEGGPROD.NS,10/22/2024,242.65,11.00,0.00,39.00,11.00,275.44,268.04,260.65,1
SKRABUL.BO,10/22/2024,28.90,12.00,0.00,18.00,12.00,30.10,29.16,28.21,1
SLSTLQ.BO,10/22/2024,44.65,9.00,0.00,23.00,9.00,51.71,50.68,49.65,1
SMCGLOBAL.NS,10/22/2024,162.09,11.00,0.00,20.00,11.00,171.28,166.36,161.43,1
SMIFS.BO,10/22/2024,89.26,6.00,0.00,18.00,6.00,89.91,89.18,88.45,1
SML.BO,10/21/2024,33.34,5.00,0.00,11.00,5.00,36.69,36.53,36.37,1
SOLARA.NS,10/22/2024,781.25,10.00,0.00,17.00,10.00,852.77,828.08,803.39,1
SOLARINDS.NS,10/22/2024,10987.90,11.00,0.00,17.00,11.00,0.00,0.00,0.00,1
SOUTHBANK.NS,10/22/2024,24.15,11.00,0.00,42.00,11.00,26.49,25.66,24.84,1
SOUTLAT.BO,10/22/2024,25.90,4.00,0.00,17.00,4.00,27.08,26.57,26.07,1
SOVERDIA.BO,10/22/2024,53.10,5.00,0.00,16.00,5.00,53.96,53.24,52.52,1
SPCAPIT.BO,10/22/2024,53.15,5.00,0.00,25.00,5.00,56.95,55.78,54.61,1
SPARC.NS,10/22/2024,208.07,10.00,0.00,39.00,10.00,233.73,230.08,226.42,1
SPECFOOD.BO,10/22/2024,28.45,10.00,0.00,12.00,10.00,28.95,26.73,24.52,1
SPECMKT.BO,10/21/2024,3.84,222.00,0.00,,222.00,,,,1
SPENTA.BO,10/22/2024,145.00,10.00,0.00,12.00,10.00,152.25,143.91,135.57,1
SPENTEX.NS,10/21/2024,280.00,201.00,0.00,207.00,201.00,300.18,283.60,267.01,1
SPSINT.BO,10/21/2024,37.28,49.00,0.00,54.00,49.00,38.72,37.76,36.80,1
SPTL.NS,10/21/2024,1.06,94.00,0.00,129.00,94.00,1.16,1.08,0.99,1
SRIND.BO,10/21/2024,1.79,24.00,0.00,35.00,24.00,2.12,1.97,1.82,1
SRPL.NS,10/22/2024,1.86,15.00,0.00,19.00,15.00,1.92,1.76,1.60,1
STANROS.BO,10/22/2024,85.00,10.00,0.00,15.00,10.00,88.88,86.62,84.36,1
