Ticker,Date/Time,Close,SL,Mega Buy by Larger Wave ,Mega Sellby Larger Wave,Short_SL
21STCENMGM.NS,3/28/2024,101,20.75,41.19,,51.35
21STCENMGM.NS,4/23/2024,101,37.40,,53.83,54.30
21STCENMGM.NS,4/30/2024,101,25.40,49.44,,55.00
21STCENMGM.NS,5/6/2024,101,25.40,,53.13,53.65
21STCENMGM.NS,5/22/2024,101,20.75,42.91,,54.50
21STCENMGM.NS,7/16/2024,101,16.50,,81.10,81.10
21STCENMGM.NS,7/23/2024,101,16.50,76.09,,81.10
21STCENMGM.NS,9/11/2024,101,17.70,,140.01,141.40
21STCENMGM.NS,10/8/2024,101,40.40,97.69,,141.40
21STCENMGM.NS,10/21/2024,101,42.70,,120.24,120.24
21STCENMGM.NS,10/30/2024,101,42.70,105.42,,122.64
21STCENMGM.NS,11/7/2024,101,42.70,,121.33,121.44
360ONE.NS,4/1/2024,1082,371.52,683.60,,702.50
360ONE.NS,4/25/2024,1082,362.49,,832.21,900.95
360ONE.NS,5/10/2024,1082,355.98,742.76,,900.95
360ONE.NS,5/24/2024,1082,308.95,,825.44,829.90
360ONE.NS,6/5/2024,1082,308.95,735.30,,829.90
360ONE.NS,7/1/2024,1082,431.65,,1002.86,1065.00
360ONE.NS,7/5/2024,1082,431.65,932.08,,1065.00
360ONE.NS,7/10/2024,1082,425.50,,1015.69,1034.95
360ONE.NS,7/15/2024,1082,425.01,948.47,,1034.95
360ONE.NS,7/31/2024,1082,395.10,,1128.16,1139.10
360ONE.NS,8/7/2024,1082,395.10,989.41,,1215.00
360ONE.NS,9/12/2024,1082,475.00,,1104.03,1119.65
360ONE.NS,10/11/2024,1082,647.00,1037.96,,1080.00
360ONE.NS,10/16/2024,1082,647.00,,1123.01,1128.35
360ONE.NS,10/29/2024,1082,691.40,1005.40,,1143.65
360ONE.NS,10/31/2024,1082,691.40,,1083.25,1095.00
360ONE.NS,11/18/2024,1082,940.00,1038.63,,1099.80
5PAISA.NS,3/27/2024,471,425.00,479.25,,595.75
5PAISA.NS,4/3/2024,471,406.10,,583.04,600.00
5PAISA.NS,4/18/2024,471,385.00,554.50,,605.00
5PAISA.NS,4/24/2024,471,348.45,,574.92,580.25
5PAISA.NS,5/9/2024,471,293.60,513.55,,580.25
5PAISA.NS,5/22/2024,471,267.60,,553.31,561.95
5PAISA.NS,6/6/2024,471,270.75,515.25,,540.00
5PAISA.NS,6/13/2024,471,270.75,,540.08,544.40
5PAISA.NS,7/29/2024,471,270.10,483.50,,491.00
5PAISA.NS,7/31/2024,471,270.10,,489.50,496.00
5PAISA.NS,8/9/2024,471,270.10,472.73,,492.90
5PAISA.NS,9/23/2024,471,579.40,,570.15,575.50
5PAISA.NS,10/10/2024,471,462.60,538.70,,568.70
5PAISA.NS,10/15/2024,471,499.50,,582.34,596.45
5PAISA.NS,10/28/2024,471,458.00,490.67,,607.05
5PAISA.NS,11/1/2024,471,458.00,,522.09,525.00
1STCUS.BO,4/8/2024,121,38.00,49.46,,49.46
1STCUS.BO,4/18/2024,121,38.00,,61.81,62.58
1STCUS.BO,4/19/2024,121,38.00,57.96,,62.58
1STCUS.BO,4/22/2024,121,38.00,60.00,60.00,62.58
1STCUS.BO,4/23/2024,121,38.00,61.50,62.50,63.00
1STCUS.BO,4/24/2024,121,38.00,61.00,61.00,63.00
1STCUS.BO,4/25/2024,121,44.25,,61.00,63.00
1STCUS.BO,4/30/2024,121,38.45,53.60,,63.00
1STCUS.BO,5/15/2024,121,47.95,,62.00,64.00
1STCUS.BO,5/16/2024,121,47.00,60.08,,64.00
1STCUS.BO,5/17/2024,121,46.00,57.96,60.93,64.00
1STCUS.BO,5/21/2024,121,46.00,61.37,62.10,64.00
1STCUS.BO,5/22/2024,121,46.00,59.48,62.53,64.05
1STCUS.BO,5/23/2024,121,46.00,67.20,67.20,67.20
1STCUS.BO,5/24/2024,121,46.00,70.56,70.56,70.56
1STCUS.BO,5/27/2024,121,46.00,74.08,74.08,74.08
1STCUS.BO,5/28/2024,121,46.00,77.78,77.78,77.78
1STCUS.BO,5/29/2024,121,46.00,81.66,81.66,81.66
1STCUS.BO,5/30/2024,121,46.00,85.74,85.74,85.74
1STCUS.BO,5/31/2024,121,46.00,,90.02,90.02
1STCUS.BO,6/6/2024,121,41.65,79.65,,94.52
1STCUS.BO,6/24/2024,121,40.00,,141.23,141.23
1STCUS.BO,7/30/2024,121,33.25,86.31,,97.30
1STCUS.BO,8/13/2024,121,29.45,,127.15,127.15
1STCUS.BO,9/13/2024,121,32.87,89.36,,127.19
1STCUS.BO,9/25/2024,121,50.00,,125.13,126.35
1STCUS.BO,11/6/2024,121,89.35,115.35,,115.35
1STCUS.BO,11/11/2024,121,89.35,,128.93,132.00
4THGEN.BO,7/22/2024,7,3.00,,5.93,6.00
4THGEN.BO,9/16/2024,7,4.53,5.67,,5.67
20MICRONS.NS,3/14/2024,224,48.45,139.30,,174.30
20MICRONS.NS,3/15/2024,224,48.45,,152.38,154.90
20MICRONS.NS,4/1/2024,224,55.50,138.58,,159.00
20MICRONS.NS,5/6/2024,224,67.00,,173.04,177.00
20MICRONS.NS,5/10/2024,224,77.55,160.84,,177.00
20MICRONS.NS,5/16/2024,224,74.50,,189.39,191.65
20MICRONS.NS,5/29/2024,224,60.35,166.70,,194.80
20MICRONS.NS,5/30/2024,224,60.35,,181.89,185.65
20MICRONS.NS,6/6/2024,224,60.35,171.65,,185.65
20MICRONS.NS,7/9/2024,224,76.00,,233.25,236.00
20MICRONS.NS,7/19/2024,224,63.05,209.49,,233.70
20MICRONS.NS,8/2/2024,224,63.05,,283.54,294.80
20MICRONS.NS,8/7/2024,224,63.05,274.42,,302.70
20MICRONS.NS,8/9/2024,224,63.05,,324.01,331.50
20MICRONS.NS,8/16/2024,224,63.05,293.60,,331.50
20MICRONS.NS,8/23/2024,224,63.05,,337.48,348.00
20MICRONS.NS,10/16/2024,224,132.55,278.00,,316.20
20MICRONS.NS,10/21/2024,224,151.85,,314.00,321.00
3IINFOLTD.NS,3/14/2024,26,66.50,40.26,,55.50
3IINFOLTD.NS,3/15/2024,26,66.50,41.10,42.70,55.50
3IINFOLTD.NS,3/18/2024,26,66.50,40.66,41.49,55.50
3IINFOLTD.NS,3/19/2024,26,66.50,40.40,41.00,55.50
3IINFOLTD.NS,3/20/2024,26,66.50,39.84,40.71,55.50
3IINFOLTD.NS,3/21/2024,26,66.50,40.96,41.89,55.50
3IINFOLTD.NS,3/22/2024,26,66.50,41.44,42.11,42.45
3IINFOLTD.NS,3/26/2024,26,66.50,,41.36,42.45
3IINFOLTD.NS,4/1/2024,26,29.55,40.79,,43.30
3IINFOLTD.NS,4/4/2024,26,29.55,,45.49,46.00
3IINFOLTD.NS,5/16/2024,26,43.00,37.89,,39.50
3IINFOLTD.NS,5/17/2024,26,41.55,,39.65,39.80
3IINFOLTD.NS,7/3/2024,26,38.55,36.81,,39.50
3IINFOLTD.NS,7/8/2024,26,36.05,,41.98,42.59
3IINFOLTD.NS,8/19/2024,26,31.80,33.93,,34.74
3IINFOLTD.NS,8/28/2024,26,31.50,,37.42,38.17
